algorithm_id,instance,run_idx,seed,n_evals_budget,n_evals_actual,n_feasible,n_pareto,hv_quick,igd_plus_quick,best_f1,best_f2,best_f3,n_f1_layers,elapsed_seconds,timestamp_start,timestamp_end,status,pickle_path,git_commit
smsemoa,rc201_21,3,2314232846,1000000,1000020,105,105,261891966.447287,,7.0,1469.116,740.2,8,2247.756,2026-04-12T01:38:25,2026-04-12T02:15:52,ok,pickles/smsemoa/rc201_21/run03.pkl,7482e60
moead_ws,rc101_21,5,3148517435,1000000,1000020,105,69,105988164.485828,,21.0,2260.0476,59.1306,12,2117.707,2026-04-12T01:48:07,2026-04-12T02:23:24,ok,pickles/moead_ws/rc101_21/run05.pkl,7482e60
nsga2,r101_21,2,2268238071,1000000,1000020,105,105,52721300.456649,,22.0,1994.3025,69.5305,19,1685.854,2026-04-12T01:56:09,2026-04-12T02:24:15,ok,pickles/nsga2/r101_21/run02.pkl,7482e60
nsga2,r101_21,4,1337471170,1000000,1000020,105,103,52393239.884246,,21.0,1911.827,116.0032,17,1647.396,2026-04-12T02:03:09,2026-04-12T02:30:36,ok,pickles/nsga2/r101_21/run04.pkl,7482e60
smsemoa,r201_21,1,4269864452,1000000,1000020,105,105,43487049.345471,,5.0,1156.0893,257.6544,4,2664.228,2026-04-12T01:55:16,2026-04-12T02:39:41,ok,pickles/smsemoa/r201_21/run01.pkl,7482e60
nsga2,rc201_21,4,464290009,1000000,1000020,105,104,266821872.546452,,7.0,1332.0274,484.4562,8,2210.408,2026-04-12T02:05:21,2026-04-12T02:42:11,ok,pickles/nsga2/rc201_21/run04.pkl,7482e60
moead_ws,c101_21,2,3427286344,1000000,1000020,105,52,180290942.032376,,17.0,1796.0256,2171.7982,5,2312.097,2026-04-12T02:05:48,2026-04-12T02:44:20,ok,pickles/moead_ws/c101_21/run02.pkl,7482e60
nsga2,c101_21,4,2542769045,1000000,1000020,105,92,194816937.926396,,15.0,1848.6466,2202.1404,11,1777.222,2026-04-12T02:15:52,2026-04-12T02:45:30,ok,pickles/nsga2/c101_21/run04.pkl,7482e60
smsemoa,c201_21,5,1847756564,1000000,1000020,105,97,100621128.350111,,5.0,1101.4642,2889.4369,5,2948.953,2026-04-12T01:57:08,2026-04-12T02:46:17,ok,pickles/smsemoa/c201_21/run05.pkl,7482e60
nsga2,r201_21,3,781864054,1000000,1000020,105,105,50505156.711844,,5.0,1077.0744,292.5862,4,2590.268,2026-04-12T02:04:52,2026-04-12T02:48:03,ok,pickles/nsga2/r201_21/run03.pkl,7482e60
nsga2,r101_21,5,3289485124,1000000,1000020,105,92,80907195.895785,,20.0,1933.862,78.466,21,1528.634,2026-04-12T02:23:24,2026-04-12T02:48:53,ok,pickles/nsga2/r101_21/run05.pkl,7482e60
smsemoa,rc101_21,2,1331074217,1000000,1000020,105,101,24926646.816459,,20.0,2291.8857,84.4681,12,1489.779,2026-04-12T02:24:15,2026-04-12T02:49:04,ok,pickles/smsemoa/rc101_21/run02.pkl,7482e60
moead_ws,c201_21,1,535462039,1000000,1000020,105,88,311151832.516762,,6.0,1165.3278,12348.5798,4,2871.472,2026-04-12T02:13:38,2026-04-12T03:01:29,ok,pickles/moead_ws/c201_21/run01.pkl,7482e60
